timestamp, x, y, z, bat
2020-05-04 04:48:03:135, -21, 226, 73, 3.70
2020-05-04 04:48:03:175, -20, 226, 74, 3.70
2020-05-04 04:48:03:215, -19, 225, 73, 3.71
2020-05-04 04:48:03:254, -18, 227, 73, 3.70
2020-05-04 04:48:03:294, -19, 231, 74, 3.70
2020-05-04 04:48:03:334, -19, 229, 73, 3.70
2020-05-04 04:48:03:373, -21, 230, 72, 3.69
2020-05-04 04:48:03:413, -21, 229, 71, 3.69
2020-05-04 04:48:03:453, -19, 230, 71, 3.71
2020-05-04 04:48:03:492, -19, 232, 74, 3.68
2020-05-04 04:48:03:532, -19, 231, 72, 3.71
2020-05-04 04:48:03:572, -20, 229, 72, 3.70
2020-05-04 04:48:03:611, -23, 230, 71, 3.71
2020-05-04 04:48:03:651, -20, 226, 71, 3.69
2020-05-04 04:48:03:691, -19, 226, 71, 3.69
2020-05-04 04:48:03:730, -20, 226, 69, 3.69
2020-05-04 04:48:03:770, -21, 228, 69, 3.70
2020-05-04 04:48:03:809, -22, 229, 70, 3.70
2020-05-04 04:48:03:849, -21, 229, 70, 3.69
2020-05-04 04:48:03:888, -22, 231, 71, 3.70
2020-05-04 04:48:03:928, -25, 232, 71, 3.71
2020-05-04 04:48:03:968, -19, 230, 71, 3.70
2020-05-04 04:48:04:007, -21, 229, 69, 3.70
2020-05-04 04:48:04:047, -18, 230, 69, 3.70
2020-05-04 04:48:04:087, -22, 228, 67, 3.70
2020-05-04 04:48:04:127, -22, 225, 71, 3.70
2020-05-04 04:48:04:166, -19, 229, 70, 3.71
2020-05-04 04:48:04:206, -19, 230, 72, 3.69
2020-05-04 04:48:04:246, -18, 229, 72, 3.69
2020-05-04 04:48:04:285, -19, 229, 71, 3.70
2020-05-04 04:48:04:325, -21, 227, 70, 3.70
2020-05-04 04:48:04:365, -22, 228, 70, 3.70
2020-05-04 04:48:04:405, -22, 229, 73, 3.69
2020-05-04 04:48:04:444, -21, 229, 74, 3.70
2020-05-04 04:48:04:484, -19, 231, 72, 3.69
2020-05-04 04:48:04:524, -17, 229, 70, 3.70
2020-05-04 04:48:04:564, -17, 230, 70, 3.69
2020-05-04 04:48:04:603, -17, 229, 69, 3.69
2020-05-04 04:48:04:643, -19, 227, 72, 3.70
2020-05-04 04:48:04:683, -20, 232, 70, 3.70
2020-05-04 04:48:04:722, -22, 230, 70, 3.70
2020-05-04 04:48:04:762, -22, 229, 70, 3.71
2020-05-04 04:48:04:802, -23, 230, 69, 3.71
2020-05-04 04:48:04:842, -20, 229, 70, 3.71
2020-05-04 04:48:04:881, -20, 231, 71, 3.71
2020-05-04 04:48:04:921, -22, 232, 72, 3.69
2020-05-04 04:48:04:961, -20, 230, 71, 3.69
2020-05-04 04:48:05:001, -19, 229, 69, 3.69
2020-05-04 04:48:05:040, -19, 229, 69, 3.72
2020-05-04 04:48:05:080, -17, 229, 68, 3.70
2020-05-04 04:48:05:120, -18, 228, 67, 3.71
2020-05-04 04:48:05:159, -21, 229, 69, 3.69
2020-05-04 04:48:05:199, -21, 229, 71, 3.70
2020-05-04 04:48:05:239, -19, 230, 68, 3.70
2020-05-04 04:48:05:279, -19, 228, 70, 3.70
2020-05-04 04:48:05:318, -19, 229, 69, 3.69
2020-05-04 04:48:05:358, -19, 229, 70, 3.70
2020-05-04 04:48:05:398, -20, 228, 70, 3.69
2020-05-04 04:48:05:438, -20, 225, 67, 3.71
2020-05-04 04:48:05:477, -22, 227, 69, 3.71
2020-05-04 04:48:05:517, -22, 229, 69, 3.70
2020-05-04 04:48:05:557, -23, 229, 70, 3.70
2020-05-04 04:48:05:596, -20, 231, 67, 3.69
2020-05-04 04:48:05:636, -24, 230, 69, 3.70
2020-05-04 04:48:05:676, -21, 230, 69, 3.70
2020-05-04 04:48:05:716, -22, 228, 69, 3.70
2020-05-04 04:48:05:755, -23, 230, 71, 3.71
2020-05-04 04:48:05:795, -23, 229, 71, 3.69
2020-05-04 04:48:05:835, -19, 229, 68, 3.69
2020-05-04 04:48:05:875, -18, 225, 66, 3.69
2020-05-04 04:48:05:914, -20, 228, 67, 3.70
2020-05-04 04:48:05:954, -19, 226, 73, 3.69
2020-05-04 04:48:05:994, -18, 224, 73, 3.69
2020-05-04 04:48:06:033, -18, 227, 74, 3.71
2020-05-04 04:48:06:073, -19, 226, 73, 3.69
2020-05-04 04:48:06:113, -17, 229, 71, 3.68
2020-05-04 04:48:06:153, -17, 231, 71, 3.70
2020-05-04 04:48:06:192, -17, 232, 70, 3.70
2020-05-04 04:48:06:232, -20, 232, 70, 3.72
2020-05-04 04:48:06:272, -19, 230, 73, 3.69
2020-05-04 04:48:06:312, -20, 228, 74, 3.70
2020-05-04 04:48:06:351, -22, 229, 70, 3.70
2020-05-04 04:48:06:391, -22, 229, 72, 3.72
2020-05-04 04:48:06:431, -21, 229, 75, 3.70
2020-05-04 04:48:06:470, -19, 227, 75, 3.71
2020-05-04 04:48:06:510, -20, 228, 74, 3.70
2020-05-04 04:48:06:550, -20, 228, 71, 3.71
2020-05-04 04:48:06:590, -22, 231, 71, 3.69
2020-05-04 04:48:06:629, -22, 231, 70, 3.69
2020-05-04 04:48:06:669, -22, 231, 73, 3.70
2020-05-04 04:48:06:709, -19, 231, 72, 3.70
2020-05-04 04:48:06:749, -19, 230, 70, 3.68
2020-05-04 04:48:06:788, -19, 227, 71, 3.71
2020-05-04 04:48:06:828, -21, 227, 71, 3.71
2020-05-04 04:48:06:868, -20, 229, 70, 3.68
2020-05-04 04:48:06:907, -17, 229, 69, 3.71
2020-05-04 04:48:06:947, -19, 231, 68, 3.69
2020-05-04 04:48:06:987, -20, 231, 67, 3.71
2020-05-04 04:48:07:027, -22, 231, 70, 3.71
2020-05-04 04:48:07:066, -25, 229, 69, 3.71
2020-05-04 04:48:07:106, -25, 228, 69, 3.71
2020-05-04 04:48:07:146, -23, 230, 71, 3.70
2020-05-04 04:48:07:186, -22, 231, 70, 3.70
2020-05-04 04:48:07:225, -21, 231, 70, 3.71
2020-05-04 04:48:07:265, -22, 231, 71, 3.70
2020-05-04 04:48:07:305, -22, 231, 70, 3.69
2020-05-04 04:48:07:344, -21, 229, 70, 3.71
2020-05-04 04:48:07:384, -21, 229, 68, 3.72
2020-05-04 04:48:07:424, -20, 230, 67, 3.70
2020-05-04 04:48:07:464, -21, 231, 66, 3.71
2020-05-04 04:48:07:503, -22, 231, 64, 3.70
2020-05-04 04:48:07:543, -22, 232, 66, 3.69
2020-05-04 04:48:07:583, -22, 233, 67, 3.69
2020-05-04 04:48:07:623, -23, 232, 69, 3.70
2020-05-04 04:48:07:662, -21, 230, 68, 3.70
2020-05-04 04:48:07:702, -20, 230, 68, 3.70
2020-05-04 04:48:07:742, -20, 229, 69, 3.70
2020-05-04 04:48:07:781, -22, 231, 68, 3.69
2020-05-04 04:48:07:821, -21, 231, 68, 3.70
2020-05-04 04:48:07:861, -22, 231, 68, 3.70
2020-05-04 04:48:07:901, -21, 232, 68, 3.71
2020-05-04 04:48:07:940, -20, 231, 71, 3.70
2020-05-04 04:48:07:980, -21, 231, 71, 3.70
2020-05-04 04:48:08:020, -20, 230, 67, 3.69
2020-05-04 04:48:08:060, -21, 230, 71, 3.69
2020-05-04 04:48:08:099, -19, 230, 69, 3.70
2020-05-04 04:48:08:139, -21, 229, 71, 3.69
2020-05-04 04:48:08:179, -20, 228, 72, 3.71
2020-05-04 04:48:08:218, -23, 229, 70, 3.71
2020-05-04 04:48:08:258, -21, 230, 68, 3.71
2020-05-04 04:48:08:298, -22, 231, 69, 3.70
2020-05-04 04:48:08:338, -22, 231, 69, 3.72
2020-05-04 04:48:08:377, -20, 230, 68, 3.70
2020-05-04 04:48:08:417, -19, 230, 68, 3.70
2020-05-04 04:48:08:457, -19, 228, 69, 3.71
2020-05-04 04:48:08:497, -19, 229, 68, 3.69
2020-05-04 04:48:08:536, -22, 228, 67, 3.69
2020-05-04 04:48:08:576, -21, 230, 67, 3.71
2020-05-04 04:48:08:616, -21, 227, 71, 3.71
2020-05-04 04:48:08:655, -23, 229, 69, 3.70
2020-05-04 04:48:08:695, -21, 228, 71, 3.70
2020-05-04 04:48:08:735, -20, 228, 71, 3.72
2020-05-04 04:48:08:775, -22, 231, 70, 3.69
2020-05-04 04:48:08:814, -21, 230, 68, 3.71
2020-05-04 04:48:08:854, -19, 229, 67, 3.71
2020-05-04 04:48:08:894, -20, 231, 68, 3.71
2020-05-04 04:48:08:934, -21, 230, 69, 3.70
2020-05-04 04:48:08:973, -22, 231, 68, 3.70
2020-05-04 04:48:09:013, -22, 230, 70, 3.70
2020-05-04 04:48:09:053, -23, 230, 70, 3.70
2020-05-04 04:48:09:092, -20, 229, 68, 3.69
2020-05-04 04:48:09:132, -22, 231, 69, 3.71
2020-05-04 04:48:09:172, -20, 232, 67, 3.69
2020-05-04 04:48:09:212, -19, 232, 69, 3.71
2020-05-04 04:48:09:251, -20, 231, 70, 3.69
2020-05-04 04:48:09:291, -21, 230, 68, 3.71
2020-05-04 04:48:09:331, -18, 230, 66, 3.68
2020-05-04 04:48:09:371, -20, 232, 69, 3.70
2020-05-04 04:48:09:410, -22, 232, 66, 3.69
2020-05-04 04:48:09:450, -20, 228, 68, 3.69
2020-05-04 04:48:09:490, -19, 229, 68, 3.69
2020-05-04 04:48:09:529, -15, 231, 68, 3.69
2020-05-04 04:48:09:569, -16, 229, 69, 3.69
2020-05-04 04:48:09:609, -18, 228, 69, 3.69
2020-05-04 04:48:09:649, -19, 228, 71, 3.69
2020-05-04 04:48:09:688, -21, 227, 70, 3.69
2020-05-04 04:48:09:728, -22, 227, 69, 3.69
2020-05-04 04:48:09:768, -21, 227, 69, 3.69
2020-05-04 04:48:09:808, -19, 225, 71, 3.71
2020-05-04 04:48:09:847, -18, 227, 69, 3.69
2020-05-04 04:48:09:887, -20, 228, 69, 3.71
2020-05-04 04:48:09:927, -19, 228, 71, 3.69
2020-05-04 04:48:09:966, -21, 228, 72, 3.68
2020-05-04 04:48:10:006, -21, 231, 71, 3.71
2020-05-04 04:48:10:046, -19, 229, 74, 3.69
2020-05-04 04:48:10:086, -18, 232, 71, 3.69
2020-05-04 04:48:10:125, -21, 231, 71, 3.71
2020-05-04 04:48:10:165, -19, 230, 73, 3.70
2020-05-04 04:48:10:205, -20, 228, 72, 3.71
2020-05-04 04:48:10:245, -22, 228, 70, 3.71
2020-05-04 04:48:10:284, -25, 227, 72, 3.71
2020-05-04 04:48:10:324, -24, 228, 71, 3.69
2020-05-04 04:48:10:364, -23, 226, 71, 3.71
2020-05-04 04:48:10:403, -21, 228, 71, 3.70
2020-05-04 04:48:10:443, -17, 228, 72, 3.71
2020-05-04 04:48:10:483, -17, 228, 71, 3.71
2020-05-04 04:48:10:523, -19, 227, 71, 3.70
2020-05-04 04:48:10:562, -20, 228, 69, 3.71
2020-05-04 04:48:10:602, -20, 228, 67, 3.69
2020-05-04 04:48:10:642, -19, 227, 70, 3.70
2020-05-04 04:48:10:682, -19, 229, 70, 3.70
2020-05-04 04:48:10:721, -19, 229, 71, 3.69
2020-05-04 04:48:10:761, -20, 229, 71, 3.71
2020-05-04 04:48:10:801, -20, 227, 70, 3.70
2020-05-04 04:48:10:840, -20, 228, 68, 3.70
2020-05-04 04:48:10:880, -21, 226, 69, 3.71
2020-05-04 04:48:10:920, -20, 227, 68, 3.71
2020-05-04 04:48:10:960, -20, 228, 66, 3.69
2020-05-04 04:48:10:999, -22, 228, 67, 3.71
2020-05-04 04:48:11:039, -22, 227, 71, 3.70
2020-05-04 04:48:11:079, -23, 230, 72, 3.70
2020-05-04 04:48:11:119, -22, 228, 71, 3.70
2020-05-04 04:48:11:158, -21, 227, 70, 3.68
2020-05-04 04:48:11:198, -21, 230, 66, 3.71
2020-05-04 04:48:11:238, -20, 228, 68, 3.70
2020-05-04 04:48:11:277, -22, 229, 67, 3.71
2020-05-04 04:48:11:317, -24, 227, 68, 3.71
2020-05-04 04:48:11:357, -22, 229, 69, 3.70
2020-05-04 04:48:11:397, -22, 230, 72, 3.70
2020-05-04 04:48:11:436, -20, 228, 71, 3.70
2020-05-04 04:48:11:476, -19, 229, 71, 3.70
2020-05-04 04:48:11:516, -19, 230, 73, 3.69
2020-05-04 04:48:11:556, -20, 231, 71, 3.70
2020-05-04 04:48:11:595, -18, 232, 70, 3.69
2020-05-04 04:48:11:635, -20, 229, 70, 3.69
2020-05-04 04:48:11:675, -22, 230, 71, 3.71
2020-05-04 04:48:11:714, -23, 228, 71, 3.71
2020-05-04 04:48:11:754, -18, 227, 72, 3.71
2020-05-04 04:48:11:794, -20, 227, 69, 3.70
2020-05-04 04:48:11:834, -21, 228, 71, 3.70
2020-05-04 04:48:11:873, -20, 229, 74, 3.71
2020-05-04 04:48:11:913, -20, 228, 71, 3.70
2020-05-04 04:48:11:953, -22, 228, 70, 3.70
2020-05-04 04:48:11:993, -22, 226, 71, 3.69
2020-05-04 04:48:12:032, -20, 230, 69, 3.70
2020-05-04 04:48:12:072, -21, 230, 70, 3.71
2020-05-04 04:48:12:112, -20, 227, 69, 3.70
2020-05-04 04:48:12:151, -19, 227, 70, 3.69
2020-05-04 04:48:12:191, -19, 229, 67, 3.70
2020-05-04 04:48:12:231, -21, 229, 68, 3.70
2020-05-04 04:48:12:271, -19, 231, 67, 3.69
2020-05-04 04:48:12:310, -21, 231, 67, 3.70
2020-05-04 04:48:12:350, -17, 229, 66, 3.71
2020-05-04 04:48:12:390, -20, 229, 68, 3.68
2020-05-04 04:48:12:430, -21, 229, 68, 3.71
2020-05-04 04:48:12:469, -20, 228, 68, 3.71
2020-05-04 04:48:12:509, -22, 231, 67, 3.72
2020-05-04 04:48:12:549, -22, 233, 68, 3.71
2020-05-04 04:48:12:588, -23, 231, 66, 3.71
2020-05-04 04:48:12:628, -21, 229, 69, 3.70
2020-05-04 04:48:12:668, -22, 229, 72, 3.69
2020-05-04 04:48:12:708, -21, 230, 70, 3.69
2020-05-04 04:48:12:747, -19, 229, 67, 3.70
2020-05-04 04:48:12:787, -19, 231, 68, 3.70
2020-05-04 04:48:12:827, -20, 229, 70, 3.71
2020-05-04 04:48:12:867, -20, 228, 67, 3.71
2020-05-04 04:48:12:906, -22, 228, 66, 3.70
2020-05-04 04:48:12:946, -22, 226, 68, 3.71
2020-05-04 04:48:12:986, -21, 226, 72, 3.71
2020-05-04 04:48:13:025, -20, 225, 69, 3.70
2020-05-04 04:48:13:065, -19, 226, 67, 3.71
2020-05-04 04:48:13:105, -16, 227, 68, 3.68
2020-05-04 04:48:13:145, -17, 228, 67, 3.70
2020-05-04 04:48:13:184, -16, 230, 66, 3.69
2020-05-04 04:48:13:224, -16, 226, 66, 3.69
2020-05-04 04:48:13:264, -18, 227, 68, 3.70
2020-05-04 04:48:13:304, -19, 229, 70, 3.71
2020-05-04 04:48:13:343, -21, 229, 71, 3.69
2020-05-04 04:48:13:383, -20, 228, 70, 3.71
2020-05-04 04:48:13:423, -21, 226, 70, 3.70
2020-05-04 04:48:13:462, -19, 226, 69, 3.71
2020-05-04 04:48:13:502, -19, 227, 69, 3.70
2020-05-04 04:48:13:542, -20, 226, 68, 3.70
2020-05-04 04:48:13:582, -20, 226, 69, 3.69
2020-05-04 04:48:13:621, -20, 227, 69, 3.70
2020-05-04 04:48:13:661, -21, 228, 72, 3.70
2020-05-04 04:48:13:701, -21, 230, 73, 3.70
2020-05-04 04:48:13:741, -20, 227, 73, 3.71
2020-05-04 04:48:13:780, -22, 229, 72, 3.71
2020-05-04 04:48:13:820, -22, 228, 72, 3.70
2020-05-04 04:48:13:860, -22, 228, 69, 3.69
2020-05-04 04:48:13:899, -23, 228, 70, 3.71
2020-05-04 04:48:13:939, -22, 230, 71, 3.71
2020-05-04 04:48:13:979, -23, 230, 71, 3.68
2020-05-04 04:48:14:019, -21, 228, 71, 3.70
2020-05-04 04:48:14:058, -22, 232, 70, 3.71
2020-05-04 04:48:14:098, -24, 231, 68, 3.70
2020-05-04 04:48:14:138, -25, 230, 68, 3.70
2020-05-04 04:48:14:178, -25, 227, 69, 3.69
2020-05-04 04:48:14:217, -22, 229, 70, 3.69
2020-05-04 04:48:14:257, -21, 228, 71, 3.70
2020-05-04 04:48:14:297, -21, 229, 71, 3.70
2020-05-04 04:48:14:336, -21, 229, 72, 3.69
2020-05-04 04:48:14:376, -22, 231, 72, 3.71
2020-05-04 04:48:14:416, -20, 229, 73, 3.68
2020-05-04 04:48:14:456, -23, 230, 74, 3.71
2020-05-04 04:48:14:495, -22, 228, 72, 3.70
2020-05-04 04:48:14:535, -22, 228, 73, 3.70
2020-05-04 04:48:14:575, -21, 228, 70, 3.69
2020-05-04 04:48:14:615, -22, 230, 68, 3.69
2020-05-04 04:48:14:654, -22, 230, 70, 3.69
2020-05-04 04:48:14:694, -22, 228, 68, 3.70
2020-05-04 04:48:14:734, -22, 228, 70, 3.70
2020-05-04 04:48:14:773, -22, 231, 69, 3.69
2020-05-04 04:48:14:813, -23, 230, 71, 3.69
2020-05-04 04:48:14:853, -24, 228, 72, 3.70
2020-05-04 04:48:14:893, -22, 228, 73, 3.71
2020-05-04 04:48:14:932, -21, 227, 71, 3.71
2020-05-04 04:48:14:972, -20, 229, 72, 3.71
2020-05-04 04:48:15:012, -20, 230, 70, 3.70
2020-05-04 04:48:15:052, -20, 230, 72, 3.69
2020-05-04 04:48:15:091, -19, 230, 70, 3.69
2020-05-04 04:48:15:131, -22, 230, 70, 3.69
2020-05-04 04:48:15:171, -22, 230, 71, 3.71
2020-05-04 04:48:15:210, -20, 229, 69, 3.70
2020-05-04 04:48:15:250, -21, 230, 70, 3.69
2020-05-04 04:48:15:290, -22, 228, 68, 3.70
2020-05-04 04:48:15:330, -23, 228, 69, 3.69
2020-05-04 04:48:15:369, -22, 232, 71, 3.71
2020-05-04 04:48:15:409, -21, 231, 70, 3.70
2020-05-04 04:48:15:449, -19, 230, 69, 3.70
2020-05-04 04:48:15:489, -20, 231, 72, 3.71
2020-05-04 04:48:15:528, -21, 227, 73, 3.69
2020-05-04 04:48:15:568, -21, 230, 72, 3.70
2020-05-04 04:48:15:608, -20, 228, 71, 3.69
2020-05-04 04:48:15:647, -18, 228, 70, 3.69
2020-05-04 04:48:15:687, -19, 229, 70, 3.71
2020-05-04 04:48:15:727, -18, 230, 69, 3.69
2020-05-04 04:48:15:767, -22, 228, 69, 3.70
2020-05-04 04:48:15:806, -20, 230, 72, 3.70
2020-05-04 04:48:15:846, -20, 229, 70, 3.70
2020-05-04 04:48:15:886, -21, 230, 67, 3.71
2020-05-04 04:48:15:926, -20, 229, 69, 3.69
2020-05-04 04:48:15:965, -18, 230, 69, 3.71
2020-05-04 04:48:16:005, -18, 230, 73, 3.70
2020-05-04 04:48:16:045, -19, 229, 72, 3.71
2020-05-04 04:48:16:084, -19, 229, 69, 3.70
2020-05-04 04:48:16:124, -22, 230, 68, 3.71
2020-05-04 04:48:16:164, -21, 230, 71, 3.69
2020-05-04 04:48:16:204, -20, 230, 70, 3.71
2020-05-04 04:48:16:243, -20, 229, 68, 3.69
2020-05-04 04:48:16:283, -20, 229, 66, 3.71
2020-05-04 04:48:16:323, -19, 230, 70, 3.70
2020-05-04 04:48:16:363, -21, 229, 69, 3.71
2020-05-04 04:48:16:402, -19, 229, 71, 3.70
2020-05-04 04:48:16:442, -18, 230, 72, 3.71
2020-05-04 04:48:16:482, -21, 230, 70, 3.69
2020-05-04 04:48:16:521, -19, 231, 71, 3.71
2020-05-04 04:48:16:561, -20, 229, 70, 3.69
2020-05-04 04:48:16:601, -23, 230, 67, 3.69
2020-05-04 04:48:16:640, -20, 230, 67, 3.70
2020-05-04 04:48:16:680, -18, 230, 70, 3.70
2020-05-04 04:48:16:720, -18, 229, 69, 3.70
2020-05-04 04:48:16:759, -18, 229, 72, 3.71
2020-05-04 04:48:16:799, -18, 231, 70, 3.69
2020-05-04 04:48:16:838, -18, 230, 72, 3.70
2020-05-04 04:48:16:878, -22, 227, 69, 3.70
2020-05-04 04:48:16:917, -23, 230, 71, 3.71
2020-05-04 04:48:16:957, -24, 230, 70, 3.69
2020-05-04 04:48:16:996, -21, 231, 70, 3.70
2020-05-04 04:48:17:036, -19, 231, 66, 3.70
2020-05-04 04:48:17:075, -21, 231, 69, 3.70
2020-05-04 04:48:17:115, -21, 232, 69, 3.69
2020-05-04 04:48:17:155, -18, 231, 68, 3.71
2020-05-04 04:48:17:194, -19, 230, 68, 3.70
2020-05-04 04:48:17:234, -20, 230, 69, 3.71
2020-05-04 04:48:17:274, -19, 228, 69, 3.69
2020-05-04 04:48:17:314, -18, 229, 68, 3.71
2020-05-04 04:48:17:353, -20, 227, 67, 3.69
2020-05-04 04:48:17:393, -19, 230, 70, 3.70
2020-05-04 04:48:17:433, -20, 228, 70, 3.69
2020-05-04 04:48:17:473, -20, 229, 66, 3.72
2020-05-04 04:48:17:512, -23, 229, 71, 3.69
2020-05-04 04:48:17:552, -24, 228, 73, 3.70
2020-05-04 04:48:17:592, -21, 228, 70, 3.69
2020-05-04 04:48:17:631, -21, 231, 71, 3.70
2020-05-04 04:48:17:671, -21, 226, 70, 3.69
2020-05-04 04:48:17:711, -20, 228, 69, 3.68
2020-05-04 04:48:17:751, -20, 230, 71, 3.69
2020-05-04 04:48:17:790, -21, 228, 73, 3.71
2020-05-04 04:48:17:830, -18, 225, 73, 3.68
2020-05-04 04:48:17:870, -19, 228, 71, 3.69
2020-05-04 04:48:17:910, -20, 227, 71, 3.70
2020-05-04 04:48:17:949, -20, 230, 71, 3.69
2020-05-04 04:48:17:989, -20, 230, 72, 3.69
2020-05-04 04:48:18:029, -19, 230, 70, 3.69
2020-05-04 04:48:18:068, -18, 228, 71, 3.69
2020-05-04 04:48:18:108, -19, 229, 72, 3.72
2020-05-04 04:48:18:148, -19, 227, 71, 3.72
2020-05-04 04:48:18:188, -21, 228, 70, 3.70
2020-05-04 04:48:18:227, -20, 226, 68, 3.71
2020-05-04 04:48:18:267, -21, 228, 71, 3.72
2020-05-04 04:48:18:307, -20, 229, 71, 3.70
2020-05-04 04:48:18:347, -19, 227, 70, 3.69
2020-05-04 04:48:18:386, -21, 231, 70, 3.70
2020-05-04 04:48:18:426, -19, 230, 69, 3.69
2020-05-04 04:48:18:466, -20, 229, 71, 3.69
2020-05-04 04:48:18:505, -20, 230, 72, 3.69
2020-05-04 04:48:18:545, -20, 229, 69, 3.70
2020-05-04 04:48:18:585, -19, 230, 72, 3.70
2020-05-04 04:48:18:625, -21, 230, 71, 3.70
2020-05-04 04:48:18:664, -22, 230, 71, 3.69
2020-05-04 04:48:18:704, -19, 226, 71, 3.70
2020-05-04 04:48:18:744, -20, 228, 71, 3.70
2020-05-04 04:48:18:784, -23, 228, 69, 3.69
2020-05-04 04:48:18:823, -22, 229, 71, 3.70
2020-05-04 04:48:18:863, -21, 229, 72, 3.70
2020-05-04 04:48:18:903, -19, 230, 69, 3.69
2020-05-04 04:48:18:942, -19, 227, 69, 3.69
2020-05-04 04:48:18:982, -20, 229, 71, 3.71
2020-05-04 04:48:19:022, -22, 229, 75, 3.69
2020-05-04 04:48:19:062, -23, 229, 74, 3.71
2020-05-04 04:48:19:101, -24, 229, 71, 3.70
2020-05-04 04:48:19:141, -23, 232, 70, 3.69
2020-05-04 04:48:19:181, -23, 229, 70, 3.69
2020-05-04 04:48:19:221, -22, 231, 69, 3.70
2020-05-04 04:48:19:260, -22, 228, 66, 3.70
2020-05-04 04:48:19:300, -19, 227, 67, 3.70
2020-05-04 04:48:19:340, -18, 227, 68, 3.71
2020-05-04 04:48:19:379, -20, 227, 68, 3.70
2020-05-04 04:48:19:419, -20, 229, 73, 3.72
2020-05-04 04:48:19:459, -21, 231, 72, 3.70
2020-05-04 04:48:19:499, -21, 228, 70, 3.71
2020-05-04 04:48:19:538, -22, 228, 70, 3.70
2020-05-04 04:48:19:578, -21, 227, 69, 3.70
2020-05-04 04:48:19:618, -21, 226, 71, 3.69
2020-05-04 04:48:19:658, -21, 227, 70, 3.71
2020-05-04 04:48:19:697, -20, 227, 69, 3.72
2020-05-04 04:48:19:737, -21, 229, 69, 3.71
2020-05-04 04:48:19:777, -20, 229, 72, 3.69
2020-05-04 04:48:19:816, -21, 229, 72, 3.70
2020-05-04 04:48:19:856, -22, 227, 70, 3.70
2020-05-04 04:48:19:896, -23, 226, 70, 3.69
2020-05-04 04:48:19:936, -22, 227, 68, 3.70
2020-05-04 04:48:19:975, -21, 230, 68, 3.69
2020-05-04 04:48:20:015, -19, 230, 67, 3.70
2020-05-04 04:48:20:055, -17, 228, 69, 3.70
2020-05-04 04:48:20:095, -17, 228, 70, 3.71
2020-05-04 04:48:20:134, -20, 227, 66, 3.70
2020-05-04 04:48:20:174, -21, 229, 66, 3.68
2020-05-04 04:48:20:214, -22, 229, 67, 3.69
2020-05-04 04:48:20:253, -23, 228, 65, 3.68
2020-05-04 04:48:20:293, -20, 230, 65, 3.70
2020-05-04 04:48:20:333, -21, 227, 68, 3.69
2020-05-04 04:48:20:373, -19, 230, 69, 3.70
2020-05-04 04:48:20:412, -18, 230, 70, 3.71
2020-05-04 04:48:20:452, -20, 230, 67, 3.71
2020-05-04 04:48:20:492, -22, 230, 67, 3.69
2020-05-04 04:48:20:532, -20, 230, 70, 3.69
2020-05-04 04:48:20:571, -21, 229, 68, 3.69
2020-05-04 04:48:20:611, -20, 230, 68, 3.71
2020-05-04 04:48:20:651, -20, 229, 68, 3.71
2020-05-04 04:48:20:690, -23, 230, 70, 3.71
2020-05-04 04:48:20:730, -22, 231, 68, 3.70
2020-05-04 04:48:20:770, -20, 231, 68, 3.70
2020-05-04 04:48:20:810, -21, 229, 66, 3.72
2020-05-04 04:48:20:849, -19, 230, 67, 3.70
2020-05-04 04:48:20:889, -22, 232, 65, 3.71
2020-05-04 04:48:20:929, -21, 231, 67, 3.72
2020-05-04 04:48:20:969, -19, 231, 68, 3.70
2020-05-04 04:48:21:008, -21, 232, 66, 3.71
2020-05-04 04:48:21:048, -24, 230, 68, 3.70
2020-05-04 04:48:21:088, -20, 227, 68, 3.71
2020-05-04 04:48:21:127, -23, 227, 67, 3.69
2020-05-04 04:48:21:167, -23, 230, 70, 3.69
2020-05-04 04:48:21:207, -20, 228, 68, 3.70
2020-05-04 04:48:21:247, -18, 224, 68, 3.70
2020-05-04 04:48:21:286, -19, 225, 69, 3.70
2020-05-04 04:48:21:326, -21, 224, 70, 3.69
2020-05-04 04:48:21:366, -19, 224, 70, 3.71
2020-05-04 04:48:21:406, -19, 226, 69, 3.70
2020-05-04 04:48:21:445, -19, 228, 71, 3.70
2020-05-04 04:48:21:485, -21, 227, 72, 3.70
2020-05-04 04:48:21:525, -21, 227, 72, 3.69
2020-05-04 04:48:21:564, -21, 230, 71, 3.69
2020-05-04 04:48:21:604, -21, 228, 71, 3.70
2020-05-04 04:48:21:644, -24, 230, 73, 3.71
2020-05-04 04:48:21:684, -22, 231, 71, 3.70
2020-05-04 04:48:21:723, -20, 229, 71, 3.69
2020-05-04 04:48:21:763, -20, 231, 71, 3.71
2020-05-04 04:48:21:803, -21, 229, 71, 3.70
2020-05-04 04:48:21:843, -22, 226, 72, 3.70
2020-05-04 04:48:21:882, -19, 227, 70, 3.71
2020-05-04 04:48:21:922, -18, 228, 69, 3.71
2020-05-04 04:48:21:962, -18, 228, 72, 3.71
2020-05-04 04:48:22:001, -19, 228, 71, 3.70
2020-05-04 04:48:22:041, -19, 228, 71, 3.69
2020-05-04 04:48:22:081, -19, 228, 71, 3.69
2020-05-04 04:48:22:121, -21, 229, 72, 3.71
2020-05-04 04:48:22:160, -20, 226, 72, 3.69
2020-05-04 04:48:22:200, -23, 227, 71, 3.70
2020-05-04 04:48:22:240, -23, 228, 72, 3.70
