timestamp, x, y, z, bat
2020-05-04 04:48:22:280, -21, 229, 71, 3.69
2020-05-04 04:48:22:319, -20, 228, 71, 3.70
2020-05-04 04:48:22:359, -20, 229, 71, 3.71
2020-05-04 04:48:22:399, -20, 227, 71, 3.70
2020-05-04 04:48:22:438, -21, 231, 70, 3.71
2020-05-04 04:48:22:478, -20, 230, 70, 3.69
2020-05-04 04:48:22:518, -21, 231, 68, 3.70
2020-05-04 04:48:22:558, -21, 231, 68, 3.69
2020-05-04 04:48:22:597, -20, 230, 69, 3.69
2020-05-04 04:48:22:637, -20, 230, 68, 3.69
2020-05-04 04:48:22:677, -19, 231, 68, 3.70
2020-05-04 04:48:22:717, -20, 231, 70, 3.68
2020-05-04 04:48:22:756, -20, 230, 71, 3.70
2020-05-04 04:48:22:796, -20, 228, 68, 3.69
2020-05-04 04:48:22:836, -21, 229, 69, 3.69
2020-05-04 04:48:22:875, -20, 230, 72, 3.71
2020-05-04 04:48:22:915, -20, 227, 72, 3.71
2020-05-04 04:48:22:955, -19, 228, 70, 3.71
2020-05-04 04:48:22:995, -18, 227, 67, 3.70
2020-05-04 04:48:23:034, -19, 225, 66, 3.70
2020-05-04 04:48:23:074, -19, 226, 66, 3.71
2020-05-04 04:48:23:114, -20, 225, 70, 3.70
2020-05-04 04:48:23:154, -18, 226, 71, 3.70
2020-05-04 04:48:23:193, -20, 228, 68, 3.70
2020-05-04 04:48:23:233, -19, 228, 69, 3.68
2020-05-04 04:48:23:273, -17, 227, 70, 3.69
2020-05-04 04:48:23:312, -18, 229, 71, 3.71
2020-05-04 04:48:23:352, -18, 230, 72, 3.69
2020-05-04 04:48:23:392, -18, 230, 69, 3.72
2020-05-04 04:48:23:432, -20, 229, 68, 3.69
2020-05-04 04:48:23:471, -22, 229, 70, 3.69
2020-05-04 04:48:23:511, -21, 228, 71, 3.71
2020-05-04 04:48:23:551, -18, 229, 69, 3.69
2020-05-04 04:48:23:591, -18, 231, 72, 3.70
2020-05-04 04:48:23:630, -20, 230, 72, 3.71
2020-05-04 04:48:23:670, -20, 228, 70, 3.71
2020-05-04 04:48:23:710, -22, 228, 70, 3.69
2020-05-04 04:48:23:749, -23, 230, 70, 3.70
2020-05-04 04:48:23:789, -21, 228, 71, 3.69
2020-05-04 04:48:23:829, -21, 228, 73, 3.69
2020-05-04 04:48:23:869, -20, 227, 71, 3.68
2020-05-04 04:48:23:908, -20, 227, 69, 3.71
2020-05-04 04:48:23:948, -21, 227, 68, 3.71
2020-05-04 04:48:23:988, -18, 230, 68, 3.71
2020-05-04 04:48:24:028, -20, 231, 67, 3.71
2020-05-04 04:48:24:067, -22, 231, 68, 3.70
2020-05-04 04:48:24:107, -21, 229, 70, 3.69
2020-05-04 04:48:24:147, -21, 227, 69, 3.69
2020-05-04 04:48:24:186, -19, 229, 68, 3.70
2020-05-04 04:48:24:226, -19, 227, 68, 3.69
2020-05-04 04:48:24:266, -19, 228, 68, 3.70
2020-05-04 04:48:24:306, -21, 230, 67, 3.71
2020-05-04 04:48:24:345, -20, 231, 71, 3.70
2020-05-04 04:48:24:385, -20, 228, 72, 3.71
2020-05-04 04:48:24:425, -22, 227, 69, 3.70
2020-05-04 04:48:24:465, -23, 228, 71, 3.70
2020-05-04 04:48:24:504, -23, 228, 68, 3.71
2020-05-04 04:48:24:544, -20, 230, 68, 3.70
2020-05-04 04:48:24:584, -19, 230, 68, 3.69
2020-05-04 04:48:24:623, -20, 229, 65, 3.71
2020-05-04 04:48:24:663, -21, 228, 68, 3.70
2020-05-04 04:48:24:703, -20, 229, 71, 3.70
2020-05-04 04:48:24:743, -20, 229, 71, 3.69
2020-05-04 04:48:24:782, -21, 229, 69, 3.71
2020-05-04 04:48:24:822, -22, 231, 68, 3.68
2020-05-04 04:48:24:862, -22, 231, 68, 3.70
2020-05-04 04:48:24:902, -21, 231, 69, 3.68
2020-05-04 04:48:24:941, -18, 231, 68, 3.70
2020-05-04 04:48:24:981, -19, 231, 70, 3.70
2020-05-04 04:48:25:021, -17, 232, 70, 3.71
2020-05-04 04:48:25:060, -19, 230, 67, 3.69
2020-05-04 04:48:25:100, -20, 227, 68, 3.70
2020-05-04 04:48:25:140, -21, 230, 71, 3.70
2020-05-04 04:48:25:180, -20, 228, 72, 3.69
2020-05-04 04:48:25:219, -22, 228, 70, 3.68
2020-05-04 04:48:25:259, -23, 228, 71, 3.71
2020-05-04 04:48:25:299, -20, 227, 72, 3.70
2020-05-04 04:48:25:339, -20, 231, 69, 3.71
2020-05-04 04:48:25:378, -21, 233, 67, 3.69
2020-05-04 04:48:25:418, -21, 231, 68, 3.70
2020-05-04 04:48:25:458, -20, 230, 69, 3.68
2020-05-04 04:48:25:497, -21, 230, 69, 3.71
2020-05-04 04:48:25:537, -19, 226, 72, 3.68
2020-05-04 04:48:25:577, -20, 225, 72, 3.69
2020-05-04 04:48:25:617, -20, 228, 70, 3.71
2020-05-04 04:48:25:656, -21, 227, 71, 3.71
2020-05-04 04:48:25:696, -23, 230, 70, 3.71
2020-05-04 04:48:25:736, -23, 230, 70, 3.70
2020-05-04 04:48:25:776, -22, 231, 68, 3.71
2020-05-04 04:48:25:815, -20, 229, 68, 3.70
2020-05-04 04:48:25:855, -22, 229, 70, 3.70
2020-05-04 04:48:25:895, -22, 229, 71, 3.70
2020-05-04 04:48:25:934, -21, 228, 69, 3.70
2020-05-04 04:48:25:974, -22, 228, 67, 3.68
2020-05-04 04:48:26:014, -22, 229, 68, 3.70
2020-05-04 04:48:26:054, -20, 228, 67, 3.69
2020-05-04 04:48:26:093, -19, 228, 69, 3.71
2020-05-04 04:48:26:133, -19, 227, 70, 3.70
2020-05-04 04:48:26:173, -19, 228, 71, 3.70
2020-05-04 04:48:26:213, -19, 229, 72, 3.69
2020-05-04 04:48:26:252, -20, 231, 71, 3.70
2020-05-04 04:48:26:292, -22, 230, 70, 3.69
2020-05-04 04:48:26:332, -21, 226, 70, 3.71
2020-05-04 04:48:26:371, -21, 229, 68, 3.70
2020-05-04 04:48:26:411, -20, 231, 67, 3.71
2020-05-04 04:48:26:451, -21, 232, 67, 3.69
2020-05-04 04:48:26:491, -21, 231, 68, 3.70
2020-05-04 04:48:26:530, -21, 231, 69, 3.70
2020-05-04 04:48:26:570, -20, 231, 70, 3.69
2020-05-04 04:48:26:610, -20, 228, 71, 3.71
2020-05-04 04:48:26:650, -22, 226, 72, 3.72
2020-05-04 04:48:26:689, -22, 227, 72, 3.71
2020-05-04 04:48:26:729, -23, 226, 69, 3.69
2020-05-04 04:48:26:769, -23, 226, 69, 3.71
2020-05-04 04:48:26:808, -22, 228, 71, 3.70
2020-05-04 04:48:26:848, -21, 228, 69, 3.71
2020-05-04 04:48:26:888, -22, 226, 68, 3.72
2020-05-04 04:48:26:928, -23, 229, 67, 3.70
2020-05-04 04:48:26:967, -24, 229, 69, 3.70
2020-05-04 04:48:27:007, -21, 228, 71, 3.71
2020-05-04 04:48:27:047, -22, 227, 71, 3.70
2020-05-04 04:48:27:087, -23, 230, 69, 3.70
2020-05-04 04:48:27:126, -23, 231, 68, 3.68
2020-05-04 04:48:27:166, -22, 232, 71, 3.71
2020-05-04 04:48:27:206, -18, 231, 71, 3.69
2020-05-04 04:48:27:245, -19, 231, 70, 3.70
2020-05-04 04:48:27:285, -21, 233, 70, 3.71
2020-05-04 04:48:27:325, -18, 232, 69, 3.71
2020-05-04 04:48:27:365, -22, 231, 68, 3.70
2020-05-04 04:48:27:404, -22, 230, 69, 3.70
2020-05-04 04:48:27:444, -20, 227, 70, 3.71
2020-05-04 04:48:27:484, -19, 227, 66, 3.71
2020-05-04 04:48:27:524, -19, 227, 70, 3.70
2020-05-04 04:48:27:563, -20, 227, 70, 3.70
2020-05-04 04:48:27:603, -21, 230, 69, 3.69
2020-05-04 04:48:27:643, -20, 230, 68, 3.70
2020-05-04 04:48:27:682, -19, 231, 68, 3.70
2020-05-04 04:48:27:722, -21, 231, 67, 3.71
2020-05-04 04:48:27:762, -18, 229, 68, 3.69
2020-05-04 04:48:27:802, -23, 228, 68, 3.71
2020-05-04 04:48:27:841, -21, 229, 68, 3.70
2020-05-04 04:48:27:881, -20, 228, 69, 3.69
2020-05-04 04:48:27:921, -21, 231, 70, 3.69
2020-05-04 04:48:27:961, -20, 228, 69, 3.71
2020-05-04 04:48:28:000, -21, 227, 70, 3.70
2020-05-04 04:48:28:040, -20, 229, 72, 3.69
2020-05-04 04:48:28:080, -20, 227, 71, 3.70
2020-05-04 04:48:28:119, -19, 227, 72, 3.71
2020-05-04 04:48:28:159, -21, 230, 72, 3.69
2020-05-04 04:48:28:199, -21, 228, 68, 3.69
2020-05-04 04:48:28:239, -19, 228, 69, 3.69
2020-05-04 04:48:28:278, -20, 228, 71, 3.69
2020-05-04 04:48:28:318, -22, 229, 69, 3.69
2020-05-04 04:48:28:358, -18, 231, 68, 3.70
2020-05-04 04:48:28:398, -22, 228, 72, 3.71
2020-05-04 04:48:28:437, -23, 229, 70, 3.69
2020-05-04 04:48:28:477, -20, 232, 71, 3.70
2020-05-04 04:48:28:517, -21, 232, 71, 3.69
2020-05-04 04:48:28:556, -21, 229, 68, 3.70
2020-05-04 04:48:28:596, -19, 231, 67, 3.71
2020-05-04 04:48:28:636, -19, 232, 69, 3.69
2020-05-04 04:48:28:676, -21, 228, 70, 3.69
2020-05-04 04:48:28:715, -21, 226, 72, 3.70
2020-05-04 04:48:28:755, -20, 226, 71, 3.70
2020-05-04 04:48:28:795, -19, 226, 72, 3.69
2020-05-04 04:48:28:835, -22, 230, 73, 3.71
2020-05-04 04:48:28:874, -21, 230, 71, 3.69
2020-05-04 04:48:28:914, -23, 229, 69, 3.71
2020-05-04 04:48:28:954, -23, 229, 74, 3.69
2020-05-04 04:48:28:993, -22, 228, 73, 3.70
2020-05-04 04:48:29:033, -21, 231, 71, 3.70
2020-05-04 04:48:29:073, -21, 232, 72, 3.70
2020-05-04 04:48:29:113, -22, 230, 69, 3.72
2020-05-04 04:48:29:152, -22, 229, 72, 3.70
2020-05-04 04:48:29:192, -21, 230, 69, 3.69
2020-05-04 04:48:29:232, -21, 229, 70, 3.71
2020-05-04 04:48:29:272, -21, 229, 72, 3.70
2020-05-04 04:48:29:311, -20, 230, 71, 3.69
2020-05-04 04:48:29:351, -20, 229, 71, 3.71
2020-05-04 04:48:29:391, -21, 228, 70, 3.70
2020-05-04 04:48:29:430, -19, 228, 68, 3.69
2020-05-04 04:48:29:470, -18, 228, 69, 3.70
2020-05-04 04:48:29:510, -20, 229, 68, 3.69
2020-05-04 04:48:29:549, -22, 227, 67, 3.69
2020-05-04 04:48:29:589, -22, 228, 68, 3.69
2020-05-04 04:48:29:629, -21, 230, 67, 3.71
2020-05-04 04:48:29:668, -22, 231, 67, 3.68
2020-05-04 04:48:29:708, -20, 231, 68, 3.70
2020-05-04 04:48:29:748, -21, 228, 70, 3.71
2020-05-04 04:48:29:787, -21, 228, 72, 3.68
2020-05-04 04:48:29:827, -18, 228, 72, 3.70
2020-05-04 04:48:29:866, -20, 231, 71, 3.71
2020-05-04 04:48:29:906, -20, 232, 69, 3.68
2020-05-04 04:48:29:945, -20, 232, 71, 3.71
2020-05-04 04:48:29:985, -21, 230, 71, 3.69
2020-05-04 04:48:30:024, -19, 229, 71, 3.69
2020-05-04 04:48:30:064, -18, 229, 72, 3.69
2020-05-04 04:48:30:103, -19, 229, 68, 3.71
2020-05-04 04:48:30:143, -21, 228, 68, 3.69
2020-05-04 04:48:30:183, -20, 232, 67, 3.70
2020-05-04 04:48:30:222, -20, 230, 70, 3.71
2020-05-04 04:48:30:262, -22, 231, 70, 3.68
2020-05-04 04:48:30:302, -22, 231, 69, 3.71
2020-05-04 04:48:30:342, -22, 232, 69, 3.71
2020-05-04 04:48:30:381, -23, 232, 69, 3.70
2020-05-04 04:48:30:421, -22, 230, 70, 3.71
2020-05-04 04:48:30:461, -23, 231, 66, 3.70
2020-05-04 04:48:30:501, -20, 229, 69, 3.69
2020-05-04 04:48:30:540, -20, 231, 69, 3.70
2020-05-04 04:48:30:580, -20, 231, 69, 3.71
2020-05-04 04:48:30:620, -21, 231, 69, 3.70
2020-05-04 04:48:30:659, -21, 231, 69, 3.70
2020-05-04 04:48:30:699, -22, 231, 71, 3.70
2020-05-04 04:48:30:739, -23, 232, 70, 3.69
2020-05-04 04:48:30:779, -21, 230, 69, 3.69
2020-05-04 04:48:30:818, -19, 226, 70, 3.70
2020-05-04 04:48:30:858, -18, 225, 68, 3.71
2020-05-04 04:48:30:898, -20, 227, 66, 3.70
2020-05-04 04:48:30:938, -21, 226, 65, 3.70
2020-05-04 04:48:30:977, -22, 226, 68, 3.70
2020-05-04 04:48:31:017, -22, 229, 69, 3.70
2020-05-04 04:48:31:057, -21, 229, 71, 3.70
2020-05-04 04:48:31:096, -22, 230, 70, 3.69
2020-05-04 04:48:31:136, -21, 228, 68, 3.71
2020-05-04 04:48:31:176, -20, 230, 68, 3.69
2020-05-04 04:48:31:216, -22, 229, 69, 3.70
2020-05-04 04:48:31:255, -19, 231, 69, 3.69
2020-05-04 04:48:31:295, -17, 231, 68, 3.69
2020-05-04 04:48:31:335, -19, 228, 68, 3.69
2020-05-04 04:48:31:375, -18, 229, 67, 3.69
2020-05-04 04:48:31:414, -20, 229, 69, 3.71
2020-05-04 04:48:31:454, -18, 229, 70, 3.71
2020-05-04 04:48:31:494, -16, 228, 70, 3.69
2020-05-04 04:48:31:533, -20, 229, 68, 3.70
2020-05-04 04:48:31:573, -21, 229, 71, 3.71
2020-05-04 04:48:31:613, -21, 229, 70, 3.70
2020-05-04 04:48:31:653, -21, 230, 70, 3.71
2020-05-04 04:48:31:692, -22, 229, 69, 3.70
2020-05-04 04:48:31:732, -23, 228, 71, 3.69
2020-05-04 04:48:31:772, -22, 230, 72, 3.71
2020-05-04 04:48:31:812, -22, 230, 70, 3.70
2020-05-04 04:48:31:851, -25, 231, 69, 3.71
2020-05-04 04:48:31:891, -21, 229, 67, 3.70
2020-05-04 04:48:31:931, -20, 228, 69, 3.69
2020-05-04 04:48:31:970, -21, 229, 70, 3.71
2020-05-04 04:48:32:010, -21, 228, 69, 3.70
2020-05-04 04:48:32:050, -19, 230, 71, 3.69
2020-05-04 04:48:32:090, -20, 230, 71, 3.68
2020-05-04 04:48:32:129, -21, 229, 70, 3.70
2020-05-04 04:48:32:169, -21, 229, 69, 3.70
2020-05-04 04:48:32:209, -19, 229, 68, 3.70
2020-05-04 04:48:32:249, -21, 229, 68, 3.69
2020-05-04 04:48:32:288, -19, 230, 70, 3.69
2020-05-04 04:48:32:328, -20, 228, 70, 3.69
2020-05-04 04:48:32:368, -21, 229, 72, 3.71
2020-05-04 04:48:32:407, -22, 228, 72, 3.71
2020-05-04 04:48:32:447, -21, 230, 70, 3.69
2020-05-04 04:48:32:487, -23, 227, 67, 3.69
2020-05-04 04:48:32:527, -20, 229, 70, 3.69
2020-05-04 04:48:32:566, -20, 229, 70, 3.70
2020-05-04 04:48:32:606, -18, 231, 70, 3.70
2020-05-04 04:48:32:646, -19, 229, 69, 3.70
2020-05-04 04:48:32:686, -20, 229, 70, 3.70
2020-05-04 04:48:32:725, -18, 230, 70, 3.70
2020-05-04 04:48:32:765, -21, 231, 71, 3.69
2020-05-04 04:48:32:805, -21, 229, 70, 3.70
2020-05-04 04:48:32:844, -18, 227, 69, 3.69
2020-05-04 04:48:32:884, -18, 227, 69, 3.69
2020-05-04 04:48:32:924, -19, 226, 70, 3.69
2020-05-04 04:48:32:964, -23, 222, 71, 3.70
2020-05-04 04:48:33:003, -20, 225, 69, 3.69
2020-05-04 04:48:33:043, -20, 228, 72, 3.70
2020-05-04 04:48:33:083, -18, 227, 69, 3.71
2020-05-04 04:48:33:123, -20, 227, 71, 3.70
2020-05-04 04:48:33:162, -22, 228, 73, 3.70
2020-05-04 04:48:33:202, -20, 229, 72, 3.70
2020-05-04 04:48:33:242, -21, 228, 71, 3.70
2020-05-04 04:48:33:281, -21, 228, 71, 3.70
2020-05-04 04:48:33:321, -23, 228, 71, 3.69
2020-05-04 04:48:33:361, -21, 227, 69, 3.70
2020-05-04 04:48:33:401, -21, 230, 71, 3.70
2020-05-04 04:48:33:440, -19, 230, 69, 3.69
2020-05-04 04:48:33:480, -20, 231, 69, 3.71
2020-05-04 04:48:33:520, -20, 229, 71, 3.71
2020-05-04 04:48:33:560, -19, 229, 74, 3.70
2020-05-04 04:48:33:599, -20, 229, 71, 3.71
2020-05-04 04:48:33:639, -21, 228, 70, 3.70
2020-05-04 04:48:33:679, -22, 228, 69, 3.71
2020-05-04 04:48:33:718, -23, 227, 69, 3.69
2020-05-04 04:48:33:758, -22, 227, 71, 3.70
2020-05-04 04:48:33:798, -22, 230, 73, 3.69
2020-05-04 04:48:33:838, -24, 228, 71, 3.70
2020-05-04 04:48:33:877, -21, 227, 70, 3.70
2020-05-04 04:48:33:917, -21, 228, 69, 3.70
2020-05-04 04:48:33:957, -22, 228, 73, 3.69
2020-05-04 04:48:33:997, -23, 227, 69, 3.69
2020-05-04 04:48:34:036, -21, 226, 69, 3.69
2020-05-04 04:48:34:076, -20, 226, 69, 3.69
2020-05-04 04:48:34:116, -18, 229, 72, 3.70
2020-05-04 04:48:34:155, -20, 228, 73, 3.69
2020-05-04 04:48:34:195, -22, 229, 72, 3.70
2020-05-04 04:48:34:235, -20, 228, 72, 3.69
2020-05-04 04:48:34:275, -21, 229, 72, 3.70
2020-05-04 04:48:34:314, -20, 232, 70, 3.69
2020-05-04 04:48:34:354, -18, 232, 68, 3.68
2020-05-04 04:48:34:394, -21, 230, 69, 3.70
2020-05-04 04:48:34:434, -22, 231, 69, 3.70
2020-05-04 04:48:34:473, -23, 230, 68, 3.70
2020-05-04 04:48:34:513, -20, 232, 70, 3.70
2020-05-04 04:48:34:553, -17, 231, 73, 3.70
2020-05-04 04:48:34:592, -20, 233, 70, 3.71
2020-05-04 04:48:34:632, -19, 230, 68, 3.69
2020-05-04 04:48:34:672, -19, 229, 66, 3.70
2020-05-04 04:48:34:712, -20, 229, 67, 3.70
2020-05-04 04:48:34:751, -20, 231, 68, 3.68
2020-05-04 04:48:34:791, -20, 229, 71, 3.69
2020-05-04 04:48:34:831, -18, 230, 66, 3.71
2020-05-04 04:48:34:871, -19, 228, 70, 3.71
2020-05-04 04:48:34:910, -19, 228, 70, 3.71
2020-05-04 04:48:34:950, -19, 231, 69, 3.69
2020-05-04 04:48:34:990, -21, 228, 71, 3.69
2020-05-04 04:48:35:029, -21, 229, 69, 3.69
2020-05-04 04:48:35:069, -21, 230, 72, 3.71
2020-05-04 04:48:35:109, -20, 229, 70, 3.71
2020-05-04 04:48:35:149, -22, 230, 68, 3.70
2020-05-04 04:48:35:188, -19, 228, 67, 3.69
2020-05-04 04:48:35:228, -20, 228, 67, 3.69
2020-05-04 04:48:35:268, -21, 227, 72, 3.70
2020-05-04 04:48:35:308, -23, 227, 69, 3.69
2020-05-04 04:48:35:347, -19, 231, 68, 3.70
2020-05-04 04:48:35:387, -18, 230, 66, 3.69
2020-05-04 04:48:35:427, -18, 228, 67, 3.70
2020-05-04 04:48:35:466, -20, 229, 69, 3.70
2020-05-04 04:48:35:506, -20, 229, 69, 3.68
2020-05-04 04:48:35:546, -21, 231, 69, 3.70
2020-05-04 04:48:35:586, -20, 232, 68, 3.70
2020-05-04 04:48:35:625, -23, 230, 70, 3.69
2020-05-04 04:48:35:665, -23, 230, 68, 3.69
2020-05-04 04:48:35:705, -20, 230, 68, 3.69
2020-05-04 04:48:35:745, -19, 228, 70, 3.71
2020-05-04 04:48:35:784, -20, 227, 71, 3.71
2020-05-04 04:48:35:824, -20, 228, 72, 3.69
2020-05-04 04:48:35:864, -21, 228, 70, 3.71
2020-05-04 04:48:35:903, -20, 230, 70, 3.69
2020-05-04 04:48:35:943, -20, 229, 69, 3.69
2020-05-04 04:48:35:983, -20, 231, 72, 3.69
2020-05-04 04:48:36:023, -19, 231, 71, 3.70
2020-05-04 04:48:36:062, -19, 231, 72, 3.69
2020-05-04 04:48:36:102, -21, 228, 71, 3.71
2020-05-04 04:48:36:142, -21, 228, 68, 3.71
2020-05-04 04:48:36:182, -22, 229, 69, 3.70
2020-05-04 04:48:36:221, -19, 228, 71, 3.69
2020-05-04 04:48:36:261, -18, 229, 72, 3.69
2020-05-04 04:48:36:301, -17, 228, 69, 3.71
2020-05-04 04:48:36:340, -19, 226, 69, 3.69
2020-05-04 04:48:36:380, -19, 228, 69, 3.71
2020-05-04 04:48:36:420, -18, 228, 71, 3.69
2020-05-04 04:48:36:460, -22, 229, 74, 3.68
2020-05-04 04:48:36:499, -23, 225, 71, 3.68
2020-05-04 04:48:36:539, -22, 226, 70, 3.70
2020-05-04 04:48:36:579, -20, 228, 69, 3.70
2020-05-04 04:48:36:619, -18, 230, 70, 3.68
2020-05-04 04:48:36:658, -20, 229, 68, 3.71
2020-05-04 04:48:36:698, -21, 230, 67, 3.70
2020-05-04 04:48:36:738, -21, 229, 69, 3.69
2020-05-04 04:48:36:777, -21, 228, 69, 3.69
2020-05-04 04:48:36:817, -21, 228, 71, 3.71
2020-05-04 04:48:36:857, -20, 227, 72, 3.70
2020-05-04 04:48:36:897, -21, 227, 73, 3.69
2020-05-04 04:48:36:936, -22, 227, 75, 3.68
2020-05-04 04:48:36:976, -22, 228, 71, 3.69
2020-05-04 04:48:37:016, -22, 229, 70, 3.71
2020-05-04 04:48:37:056, -23, 229, 68, 3.69
2020-05-04 04:48:37:095, -21, 230, 68, 3.71
2020-05-04 04:48:37:135, -20, 229, 67, 3.70
2020-05-04 04:48:37:175, -19, 227, 67, 3.70
2020-05-04 04:48:37:214, -19, 230, 69, 3.70
2020-05-04 04:48:37:254, -22, 228, 69, 3.71
2020-05-04 04:48:37:294, -21, 227, 73, 3.70
2020-05-04 04:48:37:334, -21, 229, 73, 3.71
2020-05-04 04:48:37:373, -19, 230, 70, 3.71
2020-05-04 04:48:37:413, -20, 229, 70, 3.70
2020-05-04 04:48:37:453, -23, 227, 69, 3.69
2020-05-04 04:48:37:493, -22, 229, 70, 3.71
2020-05-04 04:48:37:532, -21, 227, 69, 3.71
2020-05-04 04:48:37:572, -20, 226, 73, 3.70
2020-05-04 04:48:37:612, -23, 227, 73, 3.71
2020-05-04 04:48:37:651, -21, 228, 72, 3.71
2020-05-04 04:48:37:691, -21, 227, 70, 3.69
2020-05-04 04:48:37:731, -23, 229, 66, 3.69
2020-05-04 04:48:37:771, -21, 232, 68, 3.70
2020-05-04 04:48:37:810, -20, 230, 70, 3.70
2020-05-04 04:48:37:850, -22, 229, 66, 3.70
2020-05-04 04:48:37:890, -21, 231, 67, 3.70
2020-05-04 04:48:37:930, -21, 231, 69, 3.71
2020-05-04 04:48:37:969, -21, 230, 70, 3.71
2020-05-04 04:48:38:009, -20, 230, 72, 3.71
2020-05-04 04:48:38:049, -19, 230, 72, 3.70
2020-05-04 04:48:38:088, -19, 229, 71, 3.69
2020-05-04 04:48:38:128, -18, 232, 70, 3.68
2020-05-04 04:48:38:168, -19, 229, 69, 3.71
2020-05-04 04:48:38:208, -19, 230, 70, 3.70
2020-05-04 04:48:38:247, -21, 230, 69, 3.70
2020-05-04 04:48:38:287, -21, 230, 68, 3.69
2020-05-04 04:48:38:327, -22, 229, 70, 3.69
2020-05-04 04:48:38:367, -23, 229, 69, 3.70
2020-05-04 04:48:38:406, -22, 230, 70, 3.69
2020-05-04 04:48:38:446, -22, 229, 69, 3.69
2020-05-04 04:48:38:486, -20, 231, 68, 3.69
2020-05-04 04:48:38:525, -22, 230, 67, 3.69
2020-05-04 04:48:38:565, -22, 229, 69, 3.70
2020-05-04 04:48:38:605, -20, 233, 68, 3.70
2020-05-04 04:48:38:645, -22, 228, 67, 3.70
2020-05-04 04:48:38:684, -23, 231, 68, 3.69
2020-05-04 04:48:38:724, -22, 232, 69, 3.69
2020-05-04 04:48:38:764, -21, 231, 68, 3.71
2020-05-04 04:48:38:804, -21, 230, 69, 3.70
2020-05-04 04:48:38:843, -20, 230, 66, 3.69
2020-05-04 04:48:38:883, -20, 229, 65, 3.68
2020-05-04 04:48:38:923, -19, 229, 68, 3.71
2020-05-04 04:48:38:962, -21, 228, 67, 3.71
2020-05-04 04:48:39:002, -22, 231, 71, 3.70
2020-05-04 04:48:39:042, -21, 227, 71, 3.71
2020-05-04 04:48:39:082, -21, 230, 72, 3.70
2020-05-04 04:48:39:121, -20, 229, 67, 3.70
2020-05-04 04:48:39:161, -22, 230, 69, 3.69
2020-05-04 04:48:39:201, -24, 230, 69, 3.70
2020-05-04 04:48:39:241, -23, 230, 68, 3.70
2020-05-04 04:48:39:280, -21, 229, 69, 3.70
2020-05-04 04:48:39:320, -20, 229, 69, 3.70
2020-05-04 04:48:39:360, -20, 230, 71, 3.70
2020-05-04 04:48:39:399, -22, 230, 70, 3.70
2020-05-04 04:48:39:439, -23, 231, 70, 3.69
2020-05-04 04:48:39:479, -22, 231, 70, 3.68
2020-05-04 04:48:39:519, -20, 232, 70, 3.70
2020-05-04 04:48:39:558, -20, 231, 70, 3.70
2020-05-04 04:48:39:598, -21, 228, 71, 3.70
2020-05-04 04:48:39:638, -20, 229, 72, 3.70
2020-05-04 04:48:39:678, -21, 227, 71, 3.71
2020-05-04 04:48:39:717, -24, 228, 71, 3.70
2020-05-04 04:48:39:757, -22, 228, 71, 3.70
2020-05-04 04:48:39:797, -19, 229, 70, 3.71
2020-05-04 04:48:39:836, -17, 227, 71, 3.70
2020-05-04 04:48:39:876, -19, 230, 71, 3.71
2020-05-04 04:48:39:916, -20, 230, 71, 3.69
2020-05-04 04:48:39:956, -20, 231, 69, 3.69
2020-05-04 04:48:39:995, -22, 229, 68, 3.71
2020-05-04 04:48:40:035, -22, 228, 68, 3.69
2020-05-04 04:48:40:075, -22, 227, 68, 3.70
2020-05-04 04:48:40:115, -21, 229, 67, 3.70
2020-05-04 04:48:40:154, -20, 229, 68, 3.70
2020-05-04 04:48:40:194, -21, 228, 68, 3.70
2020-05-04 04:48:40:234, -19, 228, 70, 3.71
2020-05-04 04:48:40:273, -19, 228, 66, 3.69
2020-05-04 04:48:40:313, -19, 228, 67, 3.68
2020-05-04 04:48:40:353, -19, 229, 67, 3.70
2020-05-04 04:48:40:393, -21, 228, 68, 3.69
2020-05-04 04:48:40:432, -21, 228, 68, 3.70
2020-05-04 04:48:40:472, -19, 228, 66, 3.70
2020-05-04 04:48:40:512, -20, 226, 67, 3.70
2020-05-04 04:48:40:552, -21, 227, 67, 3.71
2020-05-04 04:48:40:591, -19, 226, 69, 3.68
2020-05-04 04:48:40:631, -20, 225, 72, 3.70
2020-05-04 04:48:40:671, -20, 229, 67, 3.71
2020-05-04 04:48:40:710, -22, 230, 67, 3.68
2020-05-04 04:48:40:750, -21, 230, 70, 3.69
2020-05-04 04:48:40:790, -22, 232, 66, 3.69
2020-05-04 04:48:40:830, -20, 231, 68, 3.68
2020-05-04 04:48:40:869, -22, 228, 69, 3.69
2020-05-04 04:48:40:909, -20, 228, 69, 3.71
2020-05-04 04:48:40:949, -19, 227, 71, 3.71
2020-05-04 04:48:40:989, -19, 228, 70, 3.70
2020-05-04 04:48:41:028, -20, 229, 71, 3.69
2020-05-04 04:48:41:068, -21, 228, 72, 3.70
2020-05-04 04:48:41:108, -19, 228, 73, 3.68
2020-05-04 04:48:41:147, -17, 228, 71, 3.71
2020-05-04 04:48:41:187, -19, 227, 73, 3.70
2020-05-04 04:48:41:227, -19, 228, 70, 3.68
2020-05-04 04:48:41:267, -20, 229, 70, 3.70
2020-05-04 04:48:41:306, -20, 228, 69, 3.70
2020-05-04 04:48:41:346, -22, 228, 71, 3.70
2020-05-04 04:48:41:386, -21, 227, 69, 3.71
